1 ; 560524
2 ; 308154
3 ; 221140
4 ; 185911
5 ; 153870
6 ; 138364
7 ; 122762
8 ; 116657
9 ; 102899
10 ; 52834
11 ; 48725
12 ; 47688
13 ; 40506
14 ; 32487
15 ; 34183
16 ; 38464
17 ; 30252
18 ; 27840
19 ; 27755
20 ; 27016
21 ; 25605
22 ; 21619
23 ; 23178
24 ; 26319
25 ; 21445
26 ; 18342
27 ; 19182
28 ; 19930
29 ; 19952
30 ; 21492
31 ; 20502
32 ; 20099
33 ; 15505
34 ; 15160
35 ; 15815
36 ; 20301
37 ; 17238
38 ; 12824
39 ; 12714
40 ; 15839
41 ; 15576
42 ; 15650
43 ; 14721
44 ; 12846
45 ; 13552
46 ; 11921
47 ; 13421
48 ; 15002
49 ; 12726
50 ; 11961
51 ; 10651
52 ; 11312
53 ; 12653
54 ; 11694
55 ; 12449
56 ; 12890
57 ; 10287
58 ; 10107
59 ; 11525
60 ; 13787
61 ; 11978
62 ; 9353
63 ; 10534
64 ; 13767
65 ; 9507
66 ; 9804
67 ; 10316
68 ; 7872
69 ; 7908
70 ; 9252
71 ; 10268
72 ; 10612
73 ; 10103
74 ; 6786
75 ; 7266
76 ; 7107
77 ; 7402
78 ; 7209
79 ; 8493
80 ; 8132
81 ; 8615
82 ; 6154
83 ; 7897
84 ; 8206
85 ; 6705
86 ; 5666
87 ; 5683
88 ; 6469
89 ; 8563
90 ; 7599
91 ; 7068
92 ; 5430
93 ; 5411
94 ; 5206
95 ; 5293
96 ; 7512
97 ; 7575
98 ; 5135
99 ; 6006
100 ; 7194
101 ; 7637
102 ; 5206
103 ; 6259
104 ; 4974
105 ; 6215
106 ; 4423
107 ; 5980
108 ; 5381
109 ; 6062
110 ; 5129
111 ; 5276
112 ; 5283
113 ; 6216
114 ; 4135
115 ; 3963
116 ; 3735
117 ; 3997
118 ; 3550
119 ; 4001
120 ; 8173
121 ; 5649
122 ; 3674
123 ; 3753
124 ; 3477
125 ; 4536
126 ; 5026
127 ; 6205
128 ; 5708
129 ; 3722
130 ; 3836
131 ; 5380
132 ; 4255
133 ; 3542
134 ; 2978
135 ; 3787
136 ; 3675
137 ; 4768
138 ; 2958
139 ; 4418
140 ; 4042
141 ; 3105
142 ; 2606
143 ; 3141
144 ; 5720
145 ; 3232
146 ; 2592
147 ; 2981
148 ; 2790
149 ; 4254
150 ; 3289
151 ; 4293
152 ; 2628
153 ; 2948
154 ; 2698
155 ; 2623
156 ; 3101
157 ; 4184
158 ; 2103
159 ; 2298
160 ; 3282
161 ; 2730
162 ; 2952
163 ; 3948
164 ; 2238
165 ; 2935
166 ; 2023
167 ; 3703
168 ; 3705
169 ; 3270
170 ; 2632
171 ; 2788
172 ; 2195
173 ; 3691
174 ; 2047
175 ; 2615
176 ; 2517
177 ; 2056
178 ; 1986
179 ; 3568
180 ; 3580
181 ; 4031
182 ; 2150
183 ; 1966
184 ; 1933
185 ; 2085
186 ; 1878
187 ; 2047
188 ; 1788
189 ; 2445
190 ; 2327
191 ; 3657
192 ; 3252
193 ; 3520
194 ; 1790
195 ; 2211
196 ; 2738
197 ; 3381
198 ; 2109
199 ; 3529
200 ; 2590
201 ; 2025
202 ; 1845
203 ; 1867
204 ; 2112
205 ; 1884
206 ; 1423
207 ; 1615
208 ; 1940
209 ; 1933
210 ; 3949
211 ; 3780
212 ; 1810
213 ; 1583
214 ; 1459
215 ; 1590
216 ; 2986
217 ; 1928
218 ; 1425
219 ; 1524
220 ; 2263
221 ; 1900
222 ; 1906
223 ; 3183
224 ; 2225
225 ; 2618
226 ; 1455
227 ; 3016
228 ; 1760
229 ; 2851
230 ; 1556
231 ; 2196
232 ; 1863
233 ; 3233
234 ; 1630
235 ; 1532
236 ; 1322
237 ; 1264
238 ; 1387
239 ; 2941
240 ; 3285
241 ; 3049
242 ; 1610
243 ; 2166
244 ; 1448
245 ; 1500
246 ; 1435
247 ; 1556
248 ; 1485
249 ; 1294
250 ; 1623
251 ; 2809
252 ; 2794
253 ; 1728
254 ; 1273
255 ; 2000
256 ; 4111
257 ; 3090
258 ; 1389
259 ; 1446
260 ; 1532
261 ; 1324
262 ; 1221
263 ; 2474
264 ; 1731
265 ; 1424
266 ; 1253
267 ; 1168
268 ; 1067
269 ; 2411
270 ; 1675
271 ; 2582
272 ; 1662
273 ; 1642
274 ; 1164
275 ; 1342
276 ; 1546
277 ; 2498
278 ; 1065
279 ; 1143
280 ; 1970
281 ; 2539
282 ; 1176
283 ; 2323
284 ; 962
285 ; 1295
286 ; 1238
287 ; 1116
288 ; 2270
289 ; 1751
290 ; 1074
291 ; 952
292 ; 1079
293 ; 2279
294 ; 1275
295 ; 1031
296 ; 1005
297 ; 1344
298 ; 921
299 ; 995
300 ; 1968
301 ; 1286
302 ; 947
303 ; 1078
304 ; 1085
305 ; 1085
306 ; 1143
307 ; 2329
308 ; 1157
309 ; 974
310 ; 982
311 ; 2408
312 ; 1476
313 ; 2428
314 ; 894
315 ; 1536
316 ; 923
317 ; 2065
318 ; 880
319 ; 1059
320 ; 1458
321 ; 1179
322 ; 1167
323 ; 1332
324 ; 1807
325 ; 1377
326 ; 921
327 ; 822
328 ; 902
329 ; 981
330 ; 1657
331 ; 2271
332 ; 805
333 ; 1149
334 ; 786
335 ; 865
336 ; 1828
337 ; 2069
338 ; 880
339 ; 842
340 ; 1048
341 ; 1310
342 ; 1174
343 ; 1675
344 ; 936
345 ; 918
346 ; 779
347 ; 1898
348 ; 865
349 ; 1875
350 ; 1112
351 ; 1151
352 ; 1059
353 ; 2063
354 ; 770
355 ; 766
356 ; 730
357 ; 921
358 ; 731
359 ; 1929
360 ; 2259
361 ; 1376
362 ; 820
363 ; 992
364 ; 1204
365 ; 961
366 ; 768
367 ; 1825
368 ; 798
369 ; 832
370 ; 853
371 ; 781
372 ; 841
373 ; 1961
374 ; 626
375 ; 940
376 ; 876
377 ; 1090
378 ; 1279
379 ; 1859
380 ; 796
381 ; 811
382 ; 709
383 ; 1831
384 ; 1644
385 ; 1120
386 ; 739
387 ; 685
388 ; 653
389 ; 1660
390 ; 915
391 ; 801
392 ; 998
393 ; 859
394 ; 618
395 ; 614
396 ; 966
397 ; 1705
398 ; 604
399 ; 906
400 ; 1584
401 ; 1842
402 ; 682
403 ; 808
404 ; 730
405 ; 1046
406 ; 938
407 ; 736
408 ; 1012
409 ; 1629
410 ; 678
411 ; 650
412 ; 594
413 ; 626
414 ; 808
415 ; 624
416 ; 785
417 ; 576
418 ; 615
419 ; 1645
420 ; 1921
421 ; 1885
422 ; 571
423 ; 683
424 ; 730
425 ; 732
426 ; 662
427 ; 674
428 ; 538
429 ; 1029
430 ; 628
431 ; 1711
432 ; 1293
433 ; 1655
434 ; 697
435 ; 759
436 ; 591
437 ; 627
438 ; 614
439 ; 1453
440 ; 939
441 ; 1339
442 ; 676
443 ; 1567
444 ; 826
445 ; 652
446 ; 561
447 ; 522
448 ; 1064
449 ; 1572
450 ; 1067
451 ; 761
452 ; 507
453 ; 554
454 ; 613
455 ; 903
456 ; 846
457 ; 1429
458 ; 498
459 ; 607
460 ; 604
461 ; 1490
462 ; 1201
463 ; 1476
464 ; 685
465 ; 763
466 ; 580
467 ; 1367
468 ; 791
469 ; 664
470 ; 526
471 ; 538
472 ; 545
473 ; 524
474 ; 601
475 ; 543
476 ; 631
477 ; 575
478 ; 518
479 ; 1394
480 ; 1420
481 ; 747
482 ; 480
483 ; 622
484 ; 976
485 ; 634
486 ; 843
487 ; 1405
488 ; 537
489 ; 541
490 ; 696
491 ; 1319
492 ; 558
493 ; 561
494 ; 602
495 ; 1003
496 ; 956
497 ; 553
498 ; 530
499 ; 1284
500 ; 934
501 ; 614
502 ; 550
503 ; 1317
504 ; 1370
505 ; 804
506 ; 650
507 ; 592
508 ; 487
509 ; 1291
510 ; 846
511 ; 1072
512 ; 2420
513 ; 880
514 ; 562
515 ; 578
516 ; 602
517 ; 562
518 ; 501
519 ; 514
520 ; 777
521 ; 1503
522 ; 577
523 ; 1229
524 ; 440
525 ; 810
526 ; 451
527 ; 527
528 ; 857
529 ; 962
530 ; 566
531 ; 542
532 ; 615
533 ; 537
534 ; 430
535 ; 495
536 ; 398
537 ; 398
538 ; 382
539 ; 521
540 ; 1003
541 ; 1308
542 ; 407
543 ; 436
544 ; 611
545 ; 555
546 ; 809
547 ; 1229
548 ; 433
549 ; 450
550 ; 582
551 ; 540
552 ; 637
553 ; 534
554 ; 367
555 ; 546
556 ; 417
557 ; 1116
558 ; 449
559 ; 512
560 ; 893
561 ; 796
562 ; 432
563 ; 1064
564 ; 406
565 ; 466
566 ; 381
567 ; 626
568 ; 429
569 ; 1062
570 ; 603
571 ; 1088
572 ; 479
573 ; 392
574 ; 401
575 ; 553
576 ; 1561
577 ; 1332
578 ; 475
579 ; 417
580 ; 429
581 ; 403
582 ; 410
583 ; 390
584 ; 409
585 ; 610
586 ; 386
587 ; 1030
588 ; 684
589 ; 471
590 ; 390
591 ; 354
592 ; 466
593 ; 1120
594 ; 622
595 ; 645
596 ; 369
597 ; 369
598 ; 392
599 ; 1099
600 ; 1043
601 ; 1220
602 ; 419
603 ; 421
604 ; 382
605 ; 476
606 ; 477
607 ; 1044
608 ; 454
609 ; 492
610 ; 643
611 ; 398
612 ; 576
613 ; 1033
614 ; 331
615 ; 445
616 ; 697
617 ; 1044
618 ; 396
619 ; 1007
620 ; 395
621 ; 461
622 ; 334
623 ; 350
624 ; 667
625 ; 1191
626 ; 482
627 ; 451
628 ; 332
629 ; 427
630 ; 1184
631 ; 1125
632 ; 334
633 ; 383
634 ; 332
635 ; 316
636 ; 435
637 ; 456
638 ; 395
639 ; 391
640 ; 793
641 ; 1126
642 ; 406
643 ; 960
644 ; 438
645 ; 474
646 ; 420
647 ; 976
648 ; 829
649 ; 438
650 ; 604
651 ; 533
652 ; 347
653 ; 917
654 ; 370
655 ; 319
656 ; 460
657 ; 441
658 ; 302
659 ; 919
660 ; 773
661 ; 1005
662 ; 274
663 ; 322
664 ; 323
665 ; 473
666 ; 715
667 ; 410
668 ; 318
669 ; 300
670 ; 289
671 ; 410
672 ; 896
673 ; 955
674 ; 292
675 ; 613
676 ; 706
677 ; 935
678 ; 339
679 ; 346
680 ; 517
681 ; 355
682 ; 426
683 ; 1058
684 ; 521
685 ; 398
686 ; 408
687 ; 318
688 ; 376
689 ; 349
690 ; 427
691 ; 913
692 ; 296
693 ; 520
694 ; 319
695 ; 257
696 ; 483
697 ; 373
698 ; 301
699 ; 341
700 ; 577
701 ; 969
702 ; 479
703 ; 610
704 ; 492
705 ; 336
706 ; 284
707 ; 384
708 ; 359
709 ; 904
710 ; 344
711 ; 306
712 ; 291
713 ; 352
714 ; 545
715 ; 636
716 ; 307
717 ; 355
718 ; 277
719 ; 1030
720 ; 1954
721 ; 439
722 ; 388
723 ; 318
724 ; 304
725 ; 357
726 ; 459
727 ; 1046
728 ; 612
729 ; 1538
730 ; 468
731 ; 373
732 ; 363
733 ; 870
734 ; 294
735 ; 520
736 ; 387
737 ; 380
738 ; 376
739 ; 837
740 ; 336
741 ; 436
742 ; 314
743 ; 855
744 ; 394
745 ; 306
746 ; 283
747 ; 335
748 ; 345
749 ; 330
750 ; 506
751 ; 893
752 ; 312
753 ; 289
754 ; 296
755 ; 314
756 ; 740
757 ; 1008
758 ; 270
759 ; 336
760 ; 399
761 ; 822
762 ; 305
763 ; 309
764 ; 312
765 ; 418
766 ; 291
767 ; 403
768 ; 932
769 ; 911
770 ; 460
771 ; 347
772 ; 273
773 ; 821
774 ; 262
775 ; 333
776 ; 275
777 ; 450
778 ; 263
779 ; 288
780 ; 678
781 ; 409
782 ; 302
783 ; 347
784 ; 704
785 ; 298
786 ; 278
787 ; 862
788 ; 239
789 ; 278
790 ; 244
791 ; 316
792 ; 702
793 ; 408
794 ; 283
795 ; 276
796 ; 218
797 ; 911
798 ; 367
799 ; 355
800 ; 679
801 ; 321
802 ; 230
803 ; 279
804 ; 343
805 ; 327
806 ; 279
807 ; 236
808 ; 320
809 ; 816
810 ; 498
811 ; 853
812 ; 400
813 ; 282
814 ; 239
815 ; 235
816 ; 474
817 ; 308
818 ; 296
819 ; 508
820 ; 516
821 ; 826
822 ; 267
823 ; 747
824 ; 261
825 ; 456
826 ; 272
827 ; 741
828 ; 368
829 ; 730
830 ; 227
831 ; 240
832 ; 398
833 ; 322
834 ; 293
835 ; 283
836 ; 273
837 ; 256
838 ; 265
839 ; 828
840 ; 1377
841 ; 796
842 ; 292
843 ; 288
844 ; 241
845 ; 253
846 ; 314
847 ; 344
848 ; 353
849 ; 251
850 ; 315
851 ; 252
852 ; 267
853 ; 712
854 ; 250
855 ; 339
856 ; 258
857 ; 697
858 ; 439
859 ; 644
860 ; 246
861 ; 376
862 ; 255
863 ; 773
864 ; 813
865 ; 225
866 ; 237
867 ; 266
868 ; 336
869 ; 286
870 ; 424
871 ; 284
872 ; 255
873 ; 244
874 ; 287
875 ; 303
876 ; 293
877 ; 705
878 ; 237
879 ; 225
880 ; 409
881 ; 801
882 ; 436
883 ; 719
884 ; 258
885 ; 234
886 ; 214
887 ; 747
888 ; 464
889 ; 304
890 ; 227
891 ; 347
892 ; 225
893 ; 216
894 ; 256
895 ; 238
896 ; 497
897 ; 273
898 ; 250
899 ; 346
900 ; 939
901 ; 344
902 ; 252
903 ; 426
904 ; 268
905 ; 245
906 ; 262
907 ; 666
908 ; 232
909 ; 302
910 ; 428
911 ; 818
912 ; 390
913 ; 286
914 ; 207
915 ; 256
916 ; 209
917 ; 207
918 ; 272
919 ; 824
920 ; 275
921 ; 210
922 ; 230
923 ; 256
924 ; 672
925 ; 343
926 ; 202
927 ; 254
928 ; 264
929 ; 746
930 ; 392
931 ; 294
932 ; 243
933 ; 201
934 ; 167
935 ; 316
936 ; 422
937 ; 665
938 ; 195
939 ; 254
940 ; 202
941 ; 618
942 ; 221
943 ; 197
944 ; 261
945 ; 636
946 ; 355
947 ; 583
948 ; 212
949 ; 310
950 ; 259
951 ; 214
952 ; 274
953 ; 589
954 ; 228
955 ; 190
956 ; 169
957 ; 261
958 ; 182
959 ; 254
960 ; 828
961 ; 676
962 ; 236
963 ; 222
964 ; 237
965 ; 209
966 ; 320
967 ; 604
968 ; 321
969 ; 373
970 ; 236
971 ; 652
972 ; 468
973 ; 257
974 ; 185
975 ; 293
976 ; 255
977 ; 561
978 ; 231
979 ; 283
980 ; 346
981 ; 232
982 ; 206
983 ; 596
984 ; 255
985 ; 289
986 ; 216
987 ; 434
988 ; 256
989 ; 305
990 ; 578
991 ; 777
992 ; 384
993 ; 247
994 ; 198
995 ; 223
996 ; 230
997 ; 628
998 ; 221
999 ; 462
1000 ; 1106
1001 ; 995
1002 ; 356
1003 ; 255
1004 ; 217
1005 ; 232
1006 ; 183
1007 ; 213
1008 ; 674
1009 ; 717
1010 ; 434
1011 ; 474
1012 ; 349
1013 ; 723
1014 ; 300
1015 ; 299
1016 ; 282
1017 ; 181
1018 ; 184
1019 ; 598
1020 ; 447
1021 ; 788
1022 ; 311
1023 ; 549
1024 ; 1892
1025 ; 488
1026 ; 336
1027 ; 279
1028 ; 234
1029 ; 356
1030 ; 255
1031 ; 667
1032 ; 298
1033 ; 595
1034 ; 222
1035 ; 335
1036 ; 285
1037 ; 208
1038 ; 186
1039 ; 511
1040 ; 300
1041 ; 238
1042 ; 186
1043 ; 207
1044 ; 304
1045 ; 296
1046 ; 173
1047 ; 130
1048 ; 170
1049 ; 554
1050 ; 456
1051 ; 568
1052 ; 167
1053 ; 253
1054 ; 224
1055 ; 194
1056 ; 424
1057 ; 250
1058 ; 229
1059 ; 168
1060 ; 208
1061 ; 571
1062 ; 191
1063 ; 483
1064 ; 210
1065 ; 218
1066 ; 186
1067 ; 144
1068 ; 216
1069 ; 480
1070 ; 173
1071 ; 246
1072 ; 227
1073 ; 182
1074 ; 155
1075 ; 147
1076 ; 177
1077 ; 130
1078 ; 186
1079 ; 230
1080 ; 643
1081 ; 387
1082 ; 164
1083 ; 218
1084 ; 157
1085 ; 220
1086 ; 194
1087 ; 559
1088 ; 306
1089 ; 505
1090 ; 252
1091 ; 596
1092 ; 435
1093 ; 678
1094 ; 172
1095 ; 193
1096 ; 227
1097 ; 503
1098 ; 179
1099 ; 195
1100 ; 461
1101 ; 370
1102 ; 194
1103 ; 547
1104 ; 280
1105 ; 487
1106 ; 202
1107 ; 211
1108 ; 125
1109 ; 507
1110 ; 374
1111 ; 697
1112 ; 242
1113 ; 250
1114 ; 151
1115 ; 184
1116 ; 195
1117 ; 547
1118 ; 142
1119 ; 173
1120 ; 505
1121 ; 280
1122 ; 324
1123 ; 562
1124 ; 212
1125 ; 316
1126 ; 159
1127 ; 187
1128 ; 303
1129 ; 544
1130 ; 195
1131 ; 236
1132 ; 158
1133 ; 181
1134 ; 340
1135 ; 159
1136 ; 155
1137 ; 157
1138 ; 136
1139 ; 158
1140 ; 334
1141 ; 191
1142 ; 146
1143 ; 170
1144 ; 242
1145 ; 152
1146 ; 168
1147 ; 196
1148 ; 165
1149 ; 140
1150 ; 158
1151 ; 625
1152 ; 682
1153 ; 568
1154 ; 188
1155 ; 525
1156 ; 458
1157 ; 198
1158 ; 152
1159 ; 159
1160 ; 216
1161 ; 207
1162 ; 176
1163 ; 445
1164 ; 138
1165 ; 164
1166 ; 137
1167 ; 136
1168 ; 154
1169 ; 160
1170 ; 255
1171 ; 501
1172 ; 147
1173 ; 160
1174 ; 132
1175 ; 170
1176 ; 444
1177 ; 178
1178 ; 167
1179 ; 188
1180 ; 135
1181 ; 480
1182 ; 146
1183 ; 218
1184 ; 202
1185 ; 138
1186 ; 137
1187 ; 430
1188 ; 219
1189 ; 228
1190 ; 214
1191 ; 174
1192 ; 161
1193 ; 455
1194 ; 153
1195 ; 112
1196 ; 151
1197 ; 241
1198 ; 154
1199 ; 228
1200 ; 512
1201 ; 673
1202 ; 171
1203 ; 138
1204 ; 163
1205 ; 181
1206 ; 133
1207 ; 149
1208 ; 130
1209 ; 167
1210 ; 275
1211 ; 226
1212 ; 215
1213 ; 491
1214 ; 163
1215 ; 298
1216 ; 231
1217 ; 466
1218 ; 189
1219 ; 179
1220 ; 212
1221 ; 307
1222 ; 182
1223 ; 456
1224 ; 321
1225 ; 592
1226 ; 186
1227 ; 124
1228 ; 120
1229 ; 427
1230 ; 224
1231 ; 486
1232 ; 271
1233 ; 170
1234 ; 176
1235 ; 145
1236 ; 175
1237 ; 425
1238 ; 84
1239 ; 134
1240 ; 223
1241 ; 171
1242 ; 155
1243 ; 141
1244 ; 129
1245 ; 156
1246 ; 124
1247 ; 214
1248 ; 265
1249 ; 486
1250 ; 294
1251 ; 178
1252 ; 152
1253 ; 137
1254 ; 191
1255 ; 173
1256 ; 133
1257 ; 141
1258 ; 106
1259 ; 467
1260 ; 841
1261 ; 231
1262 ; 128
1263 ; 130
1264 ; 139
1265 ; 174
1266 ; 159
1267 ; 158
1268 ; 131
1269 ; 142
1270 ; 140
1271 ; 177
1272 ; 170
1273 ; 134
1274 ; 218
1275 ; 278
1276 ; 186
1277 ; 483
1278 ; 161
1279 ; 448
1280 ; 455
1281 ; 240
1282 ; 139
1283 ; 403
1284 ; 127
1285 ; 210
1286 ; 124
1287 ; 354
1288 ; 189
1289 ; 485
1290 ; 161
1291 ; 440
